0	1
0	2
0	3
0	4
0	5
0	6
1	7
2	8
2	9
3	10
3	11
3	12
3	13
3	14
3	15
3	16
3	17
3	18
3	19
3	20
3	21
3	22
3	23
3	24
3	25
3	26
3	27
3	28
3	29
3	30
3	31
3	32
3	33
3	34
3	35
3	36
3	37
4	38
7	39
7	40
7	41
8	42
12	43
12	44
12	45
12	46
12	47
12	48
12	49
12	50
12	51
12	52
12	53
12	54
12	55
12	56
12	57
12	58
12	59
12	60
12	61
12	62
12	63
12	64
12	65
12	66
12	67
12	68
12	69
12	70
12	71
12	72
12	73
12	74
12	75
12	76
12	77
14	78
14	79
14	80
14	81
14	82
14	83
14	84
14	85
14	86
15	87
16	88
16	89
16	90
18	91
18	92
18	93
20	94
24	95
25	96
28	97
28	98
30	99
30	100
30	101
30	102
30	103
30	104
30	105
31	106
31	107
34	108
34	109
34	110
34	111
34	112
34	113
36	114
36	115
36	116
36	117
36	118
37	119
37	120
37	121
38	122
38	123
38	124
38	125
38	126
38	127
38	128
38	129
47	130
47	131
47	132
49	133
49	134
49	135
49	136
50	137
52	138
52	139
53	140
53	141
56	142
56	143
56	144
56	145
56	146
58	147
58	148
59	149
62	150
62	151
62	152
65	153
65	154
65	155
65	156
65	157
65	158
66	159
66	160
69	161
69	162
70	163
70	164
70	165
70	166
70	167
70	168
71	169
71	170
71	171
71	172
71	173
71	174
71	175
72	176
72	177
72	178
76	179
76	180
77	181
78	182
78	183
79	184
79	185
81	186
81	187
81	188
82	189
82	190
82	191
82	192
82	193
82	194
82	195
83	196
86	197
86	198
86	199
86	200
86	201
86	202
86	203
86	204
86	205
88	206
89	207
89	208
90	209
90	210
90	211
91	212
92	213
92	214
92	215
93	216
93	217
93	218
93	219
93	220
93	221
93	222
94	223
97	224
98	225
98	226
98	227
98	228
98	229
99	230
99	231
99	232
99	233
99	234
99	235
100	236
100	237
100	238
100	239
100	240
100	241
100	242
101	243
101	244
103	245
103	246
103	247
103	248
103	249
103	250
103	251
104	252
104	253
104	254
104	255
104	256
104	257
104	258
104	259
104	260
104	261
104	262
104	263
104	264
104	265
105	266
105	267
105	268
105	269
105	270
106	271
106	272
106	273
106	274
106	275
106	276
106	277
107	278
107	279
107	280
107	281
107	282
108	283
108	284
108	285
110	286
111	287
111	288
111	289
112	290
112	291
112	292
112	293
112	294
112	295
112	296
113	297
114	298
116	299
116	300
116	301
116	302
118	303
118	304
118	305
118	306
118	307
119	308
119	309
120	310
120	311
122	312
122	313
122	314
122	315
122	316
123	317
125	318
125	319
125	320
125	321
126	322
126	323
126	324
126	325
129	326
129	327
133	328
134	329
134	330
134	331
134	332
134	333
134	334
134	335
134	336
144	337
144	338
144	339
144	340
144	341
145	342
156	343
159	344
159	345
160	346
163	347
164	348
164	349
164	350
164	351
166	352
166	353
169	354
172	355
172	356
172	357
172	358
172	359
172	360
173	361
173	362
174	363
174	364
174	365
174	366
174	367
174	368
174	369
182	370
182	371
182	372
182	373
182	374
182	375
182	376
182	377
182	378
182	379
183	380
183	381
183	382
183	383
183	384
183	385
183	386
183	387
189	388
189	389
189	390
189	391
189	392
189	393
191	394
191	395
191	396
191	397
191	398
191	399
191	400
195	401
196	402
196	403
206	404
206	405
206	406
206	407
207	408
207	409
207	410
208	411
208	412
213	413
213	414
213	415
213	416
213	417
213	418
214	419
214	420
215	421
215	422
215	423
215	424
216	425
216	426
216	427
217	428
217	429
219	430
219	431
219	432
219	433
219	434
219	435
220	436
220	437
220	438
222	439
222	440
222	441
222	442
222	443
222	444
222	445
226	446
228	447
228	448
228	449
231	450
231	451
239	452
239	453
239	454
240	455
243	456
243	457
244	458
244	459
244	460
244	461
244	462
244	463
244	464
244	465
244	466
245	467
245	468
245	469
245	470
245	471
245	472
245	473
245	474
245	475
245	476
245	477
245	478
245	479
245	480
245	481
245	482
245	483
245	484
246	485
247	486
247	487
247	488
247	489
247	490
248	491
248	492
248	493
248	494
249	495
249	496
249	497
249	498
249	499
249	500
249	501
249	502
250	503
250	504
250	505
250	506
250	507
257	508
258	509
258	510
258	511
258	512
259	513
259	514
259	515
259	516
259	517
259	518
261	519
261	520
261	521
261	522
261	523
262	524
262	525
263	526
265	527
265	528
265	529
265	530
266	531
266	532
267	533
267	534
267	535
267	536
267	537
267	538
267	539
268	540
268	541
271	542
271	543
273	544
273	545
273	546
273	547
273	548
273	549
273	550
273	551
275	552
275	553
276	554
276	555
276	556
276	557
276	558
276	559
276	560
276	561
276	562
276	563
276	564
276	565
299	566
299	567
303	568
303	569
303	570
310	571
310	572
310	573
310	574
310	575
311	576
311	577
311	578
311	579
311	580
311	581
311	582
313	583
313	584
319	585
319	586
319	587
320	588
320	589
320	590
320	591
320	592
320	593
322	594
349	595
349	596
349	597
349	598
350	599
350	600
350	601
350	602
351	603
375	604
375	605
375	606
380	607
380	608
380	609
380	610
382	611
383	612
384	613
384	614
384	615
387	616
387	617
387	618
387	619
395	620
398	621
398	622
398	623
400	624
400	625
402	626
402	627
403	628
403	629
403	630
405	631
405	632
405	633
405	634
405	635
405	636
406	637
406	638
406	639
406	640
406	641
408	642
408	643
408	644
408	645
408	646
409	647
409	648
409	649
413	650
413	651
413	652
416	653
416	654
416	655
416	656
416	657
416	658
416	659
416	660
416	661
416	662
416	663
416	664
416	665
416	666
416	667
416	668
416	669
416	670
416	671
416	672
416	673
416	674
416	675
416	676
416	677
416	678
416	679
416	680
416	681
417	682
417	683
417	684
417	685
430	686
430	687
430	688
430	689
430	690
430	691
430	692
430	693
430	694
430	695
430	696
430	697
430	698
430	699
430	700
430	701
431	702
431	703
431	704
433	705
433	706
433	707
433	708
433	709
433	710
433	711
433	712
433	713
433	714
435	715
442	716
456	717
456	718
456	719
456	720
456	721
456	722
456	723
456	724
456	725
456	726
456	727
456	728
456	729
456	730
456	731
456	732
457	733
457	734
457	735
457	736
457	737
457	738
457	739
457	740
457	741
457	742
457	743
457	744
457	745
460	746
460	747
460	748
462	749
462	750
463	751
463	752
466	753
466	754
466	755
467	756
467	757
469	758
469	759
471	760
472	761
472	762
472	763
472	764
475	765
475	766
475	767
475	768
477	769
479	770
479	771
479	772
479	773
479	774
479	775
479	776
482	777
482	778
482	779
482	780
482	781
482	782
482	783
482	784
482	785
482	786
482	787
482	788
482	789
482	790
482	791
483	792
483	793
483	794
483	795
483	796
483	797
499	798
499	799
501	800
507	801
521	802
522	803
522	804
522	805
544	806
559	807
573	808
573	809
579	810
579	811
579	812
604	813
604	814
628	815
628	816
628	817
628	818
629	819
629	820
629	821
629	822
631	823
631	824
631	825
640	826
641	827
641	828
641	829
641	830
641	831
641	832
641	833
641	834
647	835
648	836
649	837
649	838
649	839
649	840
654	841
654	842
655	843
655	844
656	845
656	846
656	847
661	848
661	849
661	850
666	851
666	852
666	853
666	854
667	855
667	856
667	857
667	858
667	859
667	860
667	861
667	862
667	863
667	864
668	865
668	866
673	867
673	868
673	869
673	870
673	871
673	872
673	873
673	874
673	875
673	876
